book_id,title,publication_year,num_pages,average_rating,rating_variance,ratings_count,text_reviews_count,Children,Biography,Comics,Fantasy Paranormal,Mystery Thriller Crime,Poetry,Young Adult,Romance
1553636,"Thraxas (Thraxas, #1-2)",2003.0,448.0,4.03,1.0753045404208192,328,17,,,,1.0,,,,
1553937,Horrid Henry Meets the Queen,,73.0,3.96,1.9747983870967742,423,17,1.0,,,,,,,
1554273,Home Run,1999.0,464.0,3.9,0.8,97,9,,,,,1.0,,,
1554721,Autobiography of Red: A Novel in Verse,1999.0,149.0,4.32,3.449275362318841,128,15,,,,,,1.0,,
1554786,"The Case of the Cheerleading Camp Mystery (The New Adventures of Mary-Kate & Ashley, #17)",2000.0,96.0,3.77,1.8539682539682534,290,14,1.0,,,,,,,
1555818,Drama City,2006.0,289.0,3.77,0.8095238095238094,71,6,,,,,1.0,,,
1556022,The Giant Book of Poetry,2006.0,748.0,3.97,2.838095238095238,87,11,,,,,,1.0,,
1556489,Mostly Ghostly,1998.0,56.0,3.82,4.011111111111111,49,9,1.0,,,,,,,
1556929,The Initiation (Twilight: Where Darkness Begins #3),1992.0,160.0,4.03,0.5256410256410257,40,6,,,,,,,1.0,
1557353,Lila's Birthday Bash (Sweet Valley Kids #58),1995.0,96.0,3.73,0.861111111111111,66,5,1.0,,,,,,,
1557357,The Jessica and Elizabeth Show (Sweet Valley Kids #55),1994.0,96.0,3.65,2.2666666666666666,54,3,1.0,,,,,,,
1557364,"Elizabeth's Valentine (Sweet Valley Kids, #4)",1990.0,73.0,3.66,1.925925925925926,145,8,1.0,,,,,,,
1559264,Orange as Marmalade (Biscuit McKee Mystery #1),2015.0,210.0,3.41,1.032967032967033,104,24,,,,,1.0,,,
1560291,"The More Deceived (Lord Edward Corinth & Verity Browne, #5)",2005.0,,3.69,2.0181818181818185,73,6,,1.0,,,,,,
1560670,"Anita Blake, Vampire Hunter: Guilty Pleasures, Volume 1",,,4.17,1.2046783625730992,55,7,,,1.0,,,,,
1562915,Ermita: A Filipino Novel,1998.0,323.0,4.19,1.8991935483870968,531,30,,1.0,,,,,,
1563667,Don Giovanni in Full Score,1974.0,468.0,3.92,3.8380952380952387,151,10,,,,,,1.0,,
1565629,A Parcel of Patterns,1992.0,136.0,3.74,0.8936170212765957,443,80,,1.0,,,,,,
1566470,The Selected Poems of Emily Dickinson,2000.0,336.0,4.16,2.685714285714286,101,19,,,,,,1.0,,
1566607,Stoner,2003.0,278.0,4.28,0.8,58,10,,1.0,,,,,,
1566705,"Creation in Death (In Death, #25)",2007.0,,4.35,1.2965913426887696,16270,457,,,,,,,,1.0
1567020,"A Killing Gift (April Woo, #8)",2003.0,368.0,3.89,1.0649350649350648,154,7,,,,,1.0,,,
1568566,The Gorilla Who Wanted to Grow Up,2004.0,112.0,3.69,1.4666666666666668,48,3,1.0,,,,,,,
1568567,The Aardvark Who Wasn't Sure,2004.0,96.0,4.08,1.7999999999999998,46,6,1.0,,,,,,,
1569144,Penguin Revolution: Volume 1,2006.0,191.0,3.99,1.092122463020296,1447,24,,,1.0,,,,,
1569260,Alphaboat,2002.0,32.0,3.98,1.2380952380952384,53,17,1.0,,,,,,,
1569286,"The Wars of Vis (Novels of Vis, #1-2)",1983.0,697.0,3.52,1.0714285714285714,56,6,,,,1.0,,,,
1571071,Skin Tax,2004.0,,4.53,0.7999999999999999,36,5,,,,,,1.0,,
1571711,Circle the Truth,2007.0,188.0,3.78,4.966666666666667,44,9,,,,,,,1.0,
1572339,Chihuahua Pearl,1989.0,,4.26,0.9880952380952381,193,6,,,1.0,,,,,
1572682,Harriet and Isabella,2008.0,304.0,3.36,1.6321321321321325,413,105,,1.0,,,,,,
1573214,Wuthering Heights,1983.0,315.0,3.83,3.8095238095238098,30,5,,1.0,,,,,,
1573389,The Abduction,,,4.04,1.768007662835249,1698,201,,,,,1.0,,,
1575141,Secret Santa,,,3.85,1.4002358062760747,1437,147,,,,,,,1.0,
1575531,American Negro Poetry,1995.0,256.0,4.16,3.763636363636364,60,6,,,,,,1.0,,
1579102,Homestead,2001.0,206.0,3.81,0.2857142857142857,51,11,,1.0,,,,,,
1580749,Fire to Fire,,,4.14,1.8689075630252105,621,51,,,,,,1.0,,
1584162,"The Norton Anthology of English Literature, Volume 1",1986.0,,4.21,0.9666666666666666,28,6,,,,,,1.0,,
1585070,A City Of Strangers,1991.0,304.0,3.46,0.5,59,4,,,,,1.0,,,
1585346,The Wicked Big Toddlah,2007.0,40.0,3.79,1.4516129032258067,163,44,1.0,,,,,,,
1586034,Yeager: An Autobiography,1985.0,342.0,4.17,0.4555555555555555,115,22,,1.0,,,,,,
1587356,Access To Power,2001.0,384.0,3.94,1.905138339920949,131,29,,,,,1.0,,,
1588556,"Luv, Amelia Luv, Nadia (Amelia's Notebooks, #6)",1999.0,,4.06,1.7979904812268646,351,11,1.0,,,,,,,
1589254,Hamlet,1993.0,418.0,4.01,2.1124573101317288,4775,168,,,,,,1.0,,
1589317,"The Axeman's Jazz (Skip Langdon, #2)",1992.0,353.0,3.65,1.6191222570532917,656,55,,,,,1.0,,,
1589581,The Talisman (The Talisman #1),1987.0,770.0,4.12,0.9699453551912571,435,45,,,,1.0,,,,
1591440,Locomotion,2003.0,112.0,3.98,0.9002849002849002,105,33,,,,,,1.0,,
1592600,A Smart Kid Like You,,,3.52,1.4761904761904763,25,4,1.0,,,,,,,
1592752,Tales of Ancient Greece,1998.0,,4.09,0.3333333333333333,54,4,1.0,,,,,,,
1593051,"The Complete Marvel Conan the Barbarian, Vol. 1",1979.0,,4.1,1.362637362637363,79,6,,,,1.0,,,,
1593256,"Aishiteruze Baby, Volume 05",2006.0,208.0,4.04,1.341709499333714,486,9,,,1.0,,,,,
1594025,Smiley's People,1980.0,335.0,4.25,0.9933333333333331,191,19,,,,,1.0,,,
1594333,The Muses Among Us: Eloquent Listening and Other Pleasures of the Writer's Craft,2003.0,152.0,3.96,2.6666666666666665,74,18,,,,,,1.0,,
1594681,"Girl, Barely 15: Flirting for England (Jess Jordan, #0.5)",2008.0,248.0,3.64,1.4804132973944297,941,63,,,,,,,1.0,
1595177,The Adventures of Johnny Bunko: The Last Career Guide You'll Ever Need,2008.0,160.0,3.76,1.3763040238450075,1796,291,,,1.0,,,,,
1595454,Homeric Hymns,2005.0,128.0,4.0,1.1923076923076925,87,9,,,,,,1.0,,
1596999,"Gargoyles of Gaylord (Michigan Chillers, #5)",,,3.84,1.6883116883116887,287,15,1.0,,,,,,,
1597000,"AuSable Alligators (Michigan Chillers, #12)",,,3.83,3.4545454545454546,127,7,1.0,,,,,,,
1597010,"Dinosaurs Destroy Detroit (Michigan Chillers, #8)",,,3.92,2.661904761904762,366,25,1.0,,,,,,,
1598254,"Rebirth, Book 6",,,4.11,0.9047619047619048,85,3,,,1.0,,,,,
1598352,"Aquarian Age: Juvenile Orion, Volume 1",2004.0,208.0,3.85,1.7827633378932968,599,16,,,,1.0,,,,
1598411,Maid to Murder (Pennyfoot Hotel #12),1999.0,224.0,3.95,1.4301994301994303,153,16,,,,,1.0,,,
1598767,A Summer to Remember (Bedwyn Prequels #2),2007.0,384.0,4.07,4.285714285714286,47,6,,1.0,,,,,,
1599258,Ambition and Survival: Becoming a Poet,2007.0,248.0,4.25,3.093073593073593,162,32,,,,,,1.0,,
1599816,The Idea of Nature,1960.0,177.0,4.15,4.966666666666667,48,4,,1.0,,,,,,
1602620,The Selected Prose of Fernando Pessoa,2001.0,341.0,4.14,2.0,149,14,,,,,,1.0,,
1602814,In the Shadow of the Ark,2004.0,384.0,3.29,0.4,42,9,,1.0,,,,,,
1603790,Fire and Rain,1994.0,373.0,4.13,0.8073593073593073,128,8,,1.0,,,,,,
1605198,"Absolute Boyfriend, Vol. 5",2008.0,192.0,4.17,1.3425508459613902,5688,68,,,1.0,,,,,
1605199,"Third Year at Malory Towers (Malory Towers, #3)",,,4.03,1.4130434782608696,74,3,1.0,,,,,,,
1605575,"Five Have a Puzzling Time and Other Stories (Famous Five, #21.1-21.8)",1995.0,160.0,4.09,1.1384615384615384,139,6,1.0,,,,,,,
1606433,How to Succeed in Evil,2007.0,292.0,3.85,2.222347066167291,917,78,,,,1.0,,,,
1606545,"The Welfare of the Dead (Inspector Webb, #2)",2005.0,368.0,3.49,1.0666666666666669,65,7,,1.0,,,,,,
1606571,"Books of Magick: Life During Wartime, Vol. 1",2005.0,128.0,3.52,1.3657219973009447,239,12,,,1.0,,,,,
1607168,"Jennings, of Course",1991.0,176.0,4.1,0.3333333333333333,92,3,1.0,,,,,,,
1607933,Firm Ambitions  (Rachel Gold Mysteries #3),1995.0,320.0,3.52,1.478021978021978,56,7,,,,,1.0,,,
1608983,Almost Forever,2003.0,80.0,3.9,3.7000000000000006,22,7,,,,,,1.0,,
1609023,"Silent Snow, Secret Snow",1983.0,48.0,4.04,2.357894736842105,137,15,,,,,,1.0,,
1609032,Someone Is Killing the Gay Boys of Verona,2000.0,268.0,4.13,1.5285714285714287,115,9,,,,,,,1.0,
1609396,Jolography,2003.0,,3.97,3.3000000000000003,37,3,,,,,,1.0,,
1609454,Her Last Death,2008.0,288.0,3.34,1.2583525229265142,2776,475,,1.0,,,,,,
1609475,The Lusiads,1973.0,249.0,3.99,1.7,23,9,,,,,,1.0,,
1609645,I Spy Mystery: A Book of Picture Riddles,1993.0,37.0,4.18,1.5791836734693876,492,18,1.0,,,,,,,
1609966,"The Killing of the Unicorn: Dorothy Stratten, 1960-1980",1985.0,,3.5,1.0,94,18,,,,,1.0,,,
1610056,Dr. Seuss's ABC,,,4.07,0.5535714285714286,67,9,1.0,,,,,,,
1610212,Introducing Kant,1997.0,176.0,3.16,2.8,35,4,,,1.0,,,,,
1611715,"Garden View (Gardening Mystery, #4)",2002.0,320.0,3.53,0.6363636363636364,53,8,,,,,1.0,,,
1612671,"The Savage Sword of Conan, Volume 1",2008.0,544.0,4.17,1.2914484512943292,1733,65,,,1.0,,,,,
1612780,"The Collected Fantasies, Vol. 5: The Gardens of Aedena (The Collected Fantasies of Jean Giraud, #5)",1988.0,66.0,4.18,0.7557932263814617,264,8,,,1.0,,,,,
1613229,"Maidensong (Songs of the North, #1)",2006.0,326.0,3.77,2.0934065934065935,90,8,,1.0,,,,,,
1613280,"Last Rituals (Þóra Guðmundsdóttir, #1)",2007.0,314.0,3.57,1.6248213087493075,4522,419,,,,,1.0,,,
1613812,Night's Black Agents,1977.0,240.0,4.16,0.512987012987013,125,4,,,,1.0,,,,
1613867,"Practically Seventeen (Tobey Heydon, #1)",1982.0,213.0,4.19,2.051948051948052,161,26,,,,,,,1.0,
1614684,This is a Poem that Heals Fish,,,4.14,2.0344827586206895,131,33,,,,,,1.0,,
1615247,Lion's Lady (Lions #4),1998.0,,3.76,1.4619565217391304,104,12,,1.0,,,,,,
1616629,"Phantom Lover (43 Light Street, #25)",2003.0,256.0,3.58,2.7017543859649127,82,12,,,,,,,,1.0
1616975,Cowboy Bunnies,1997.0,32.0,3.76,1.5555555555555556,102,25,1.0,,,,,,,
1617883,Blackberry Ink: Poems,1985.0,36.0,4.0,2.9047619047619038,43,12,,,,,,1.0,,
1619662,George's Marvelous Medicine,1991.0,96.0,4.03,1.5933333333333335,130,14,1.0,,,,,,,
1620585,In His Own Write,1964.0,79.0,4.06,1.6428571428571428,27,5,,,,,,1.0,,
1621194,The Mythology Class: A Graphic Novel,2005.0,350.0,4.34,0.3780241935483871,497,34,,,1.0,,,,,
1622170,The Poetry of Sappho,2007.0,80.0,3.79,3.5535714285714284,47,9,,,,,,1.0,,
1622497,"The Dutchman (Dutchman Historical Mystery, #1)",,,3.76,1.9821428571428572,60,6,,,,,1.0,,,
1625144,Poems,1973.0,128.0,3.38,3.2,18,6,,,,,,1.0,,
1625305,Avalanche Express,1978.0,316.0,3.77,1.0619047619047621,192,4,,,,,1.0,,,
1626744,Bear and Bunny Grow Tomatoes,1993.0,,3.69,1.6428571428571428,39,8,1.0,,,,,,,
1626801,Life in a Cold Climate: Nancy Mitford,2004.0,432.0,3.47,1.75,60,12,,1.0,,,,,,
1627006,Big Smelly Bear,2007.0,32.0,3.89,1.150889192886457,537,66,1.0,,,,,,,
1627163,Fever Volume 1,,,3.56,0.923076923076923,43,7,,,1.0,,,,,
1630501,"Suikoden III: The Successor of Fate, Volume 1",,,4.03,1.5444444444444445,274,11,,,1.0,,,,,
1631157,"Red River, Vol. 19 (Red River, #19)",2007.0,189.0,4.46,1.831149619611158,893,14,,,1.0,,,,,
1631203,The Oblong Box,,16.0,3.59,1.4942932396839335,451,35,,,,,1.0,,,
1632187,"Wild Act, Volume 2",2003.0,192.0,3.93,1.1897463002114166,180,4,,,1.0,,,,,
1632192,"Wild Act, Volume 8",,,4.03,1.2348484848484849,132,3,,,1.0,,,,,
1634257,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",2008.0,384.0,3.8,1.3655156849469647,1659,51,,,,,,,1.0,
1635375,Marry in Haste,2002.0,,3.85,1.4216027874564459,271,21,,,,,,,,1.0
1636618,Johnny Crow's Garden A Picture Book,1968.0,60.0,4.08,1.0714285714285714,51,11,1.0,,,,,,,
1636745,Ghost Town Treasure,1957.0,86.0,4.0,2.2727272727272725,82,13,1.0,,,,,,,
1637820,New Hampshire,1923.0,113.0,4.29,1.9215384615384616,127,17,,,,,,1.0,,
1642216,Ten Days in a Mad-House,1887.0,92.0,3.82,2.098470630515513,2565,356,,1.0,,,,,,
1643474,Biggles Flies North,,,3.55,0.7958333333333333,132,10,1.0,,,,,,,
1644081,Zoo Parade!,2003.0,14.0,3.7,2.7,22,9,1.0,,,,,,,
1644136,The Mouse and the Motorcycle (Ralph S. Mouse #1),1981.0,158.0,3.91,0.6428571428571429,45,6,1.0,,,,,,,
1645035,Pollyanna,2000.0,240.0,3.95,0.8545454545454543,136,11,1.0,,,,,,,
1646284,"Mark of the Succubus, vol. 1 (Mark of the Succubus, #1)",2017.0,200.0,3.55,1.658064516129032,145,10,,,1.0,,,,,
1646536,The Sound of Thunder,2007.0,496.0,4.12,0.5681818181818182,93,8,,1.0,,,,,,
1646631,Summer of Joy (The Heart of Hollyhill #3),,,4.2,0.9365721997300945,207,64,,1.0,,,,,,
1647487,How Many of You Are You?,2006.0,,3.76,3.822222222222223,17,6,,,,,,1.0,,
1648510,"Doll, Volume 1",2004.0,192.0,3.89,1.1155844155844155,271,26,,,1.0,,,,,
1649029,Murder on the Orient Express,1984.0,256.0,4.16,1.0064935064935066,320,42,,,,,1.0,,,
1649749,The Darkness And The Deep,2006.0,400.0,4.03,0.30000000000000004,10,5,,,,,1.0,,,
1651302,"Perfect (Pretty Little Liars, #3)",2007.0,298.0,4.02,1.6885584880061448,51511,1883,,,,,1.0,,,
1652795,"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear",1987.0,32.0,4.31,0.26666666666666666,106,15,1.0,,,,,,,
1653053,Holding the Zero,2001.0,524.0,4.14,0.5625,234,11,,,,,1.0,,,
1653359,"Sue Barton, Rural Nurse (Sue Barton, #4)",1939.0,254.0,4.0,1.7611408199643492,211,14,1.0,,,,,,,
1653963,"Mermaid Melody: Pichi Pichi Pitch, Vol. 6 (Mermaid Melody: Pichi Pichi Pitch, #6)",2007.0,256.0,4.15,1.2154954954954953,701,9,,,1.0,,,,,
1655965,"The Bronze Horseman (The Bronze Horseman, #1)",,637.0,4.33,2.2022598870056496,290,93,,,,,,,,1.0
1656121,Infamy: Pearl Harbor and its Aftermath,1982.0,390.0,3.94,1.129554655870445,511,21,,1.0,,,,,,
1657202,The Witch of Hissing Hill,1964.0,32.0,4.27,2.980952380952381,49,5,1.0,,,,,,,
1659377,"One For The Money (Stephanie Plum, #1)",1997.0,9.0,4.03,0.6666666666666666,46,7,,,,,1.0,,,
1659692,Peter's Chair,1998.0,40.0,4.22,0.6923076923076922,76,16,1.0,,,,,,,
1660393,"Mortimer Says Nothing (Arabel and Mortimer, #10-13)",1985.0,185.0,4.32,0.5614035087719299,105,12,1.0,,,,,,,
1661324,Mistress,1995.0,384.0,3.93,1.220875420875421,223,19,,1.0,,,,,,
1661957,"Wake (Wake, #1)",2008.0,210.0,3.75,1.509821703487206,69527,4694,,,,,,,1.0,
1662186,Dark Flight (Rhona MacLeod #4),2007.0,392.0,3.86,0.4853801169590644,139,24,,,,,1.0,,,
1662815,The King with Six Friends,1968.0,38.0,4.59,0.6948051948051946,168,30,1.0,,,,,,,
1662881,Skirrid Hill,2006.0,52.0,3.72,1.6785714285714286,294,24,,,,,,1.0,,
1663714,Scarlet Sails,1969.0,126.0,3.91,0.8602941176470589,135,18,1.0,,,,,,,
1665130,Hiroshima Dreams,2007.0,208.0,3.84,1.3182795698924734,165,32,,,,,,,1.0,
1665243,"A Necessary Evil (Maggie O'Dell, #5)",2006.0,413.0,4.12,2.2222222222222223,57,6,,,,,1.0,,,
1669445,The Doofus Omnibus,2002.0,112.0,3.74,1.2,35,6,,,1.0,,,,,
1673221,Structuralism & Poststructuralism for Beginners,2007.0,160.0,3.87,1.0904761904761906,153,16,,,1.0,,,,,
1675065,Edgar Allan Poe Collection,2005.0,,4.52,1.4592592592592593,752,24,,,,,,1.0,,
1676436,"Rounding the Mark (Montalbano, #7)",2008.0,283.0,4.05,1.8589743589743588,96,12,,,,,1.0,,,
1676798,Practical Criticism,,216.0,3.5,0.7,30,4,,,,,,1.0,,
1678307,Love Letters: The Love Letters of Kahlil Gibran to May Ziadah,2008.0,216.0,3.58,1.1428571428571428,194,23,,,,,,1.0,,
1679707,Noddy Goes To The Fair (Noddy Classic Library),1996.0,62.0,3.73,1.3163992869875223,197,7,1.0,,,,,,,
1680502,"Broken Skin (Logan McRae, #3)",2007.0,594.0,4.15,1.0299097486387707,4133,176,,,,,1.0,,,
1680697,"McBroom's Ghost,",1971.0,48.0,4.24,0.5666666666666667,22,8,1.0,,,,,,,
1681628,Clever Katya: A Fairy Tale from Old Russia,2005.0,32.0,3.76,1.0,37,10,1.0,,,,,,,
1685706,Agincourt 1415: Triumph against the odds,1991.0,96.0,3.64,0.75,52,5,,1.0,,,,,,
1689292,Lines Composed a Few Miles Above Tintern Abbey,2002.0,24.0,3.97,1.904968944099379,439,24,,,,,,1.0,,
1690937,From Hereabout Hill,2007.0,176.0,3.8,0.5444444444444444,91,12,1.0,,,,,,,
1691119,"Foul Play (Hardy Boys: Undercover Brothers, #19)",2007.0,192.0,3.94,1.2,125,7,,,,,1.0,,,
1691409,"Journey to the Volcano Palace (The Secrets of Droon, #2)",1999.0,87.0,3.91,1.72157666894509,1804,71,1.0,,,,,,,
1692306,High Noon,2009.0,,3.95,1.551948051948052,58,19,,,,,,,,1.0
1694031,An Invitation to Old English and Anglo-Saxon England,1994.0,424.0,4.07,2.5277777777777777,45,4,,1.0,,,,,,
1696000,Oink and Pearl,1981.0,64.0,4.17,3.066666666666667,34,6,1.0,,,,,,,
1697406,The Diary Of A Young Girl,1990.0,241.0,4.1,2.966666666666667,74,9,,1.0,,,,,,
1697711,"Wake: Fire and Ash (Sillage, #1)",2000.0,48.0,3.84,1.4319327731092437,239,8,,,1.0,,,,,
1697749,"The White Mountains (Tripods, #1)",1970.0,214.0,3.93,0.6530920060331826,143,19,1.0,,,1.0,,,,
1697784,The Satires of Horace and Persius,1974.0,193.0,3.67,0.8,17,4,,,,,,1.0,,
1699233,An Oxford Tragedy,1981.0,,3.25,0.14285714285714288,31,13,,,,,1.0,,,
1700591,And to Each Season...,1972.0,120.0,3.87,2.5,94,4,,,,,,1.0,,
1700896,"Scion, Volume 1: Conflict of Conscience",2002.0,,3.68,1.47953216374269,66,6,,,1.0,,,,,
1702298,Anno's Flea Market,1984.0,44.0,3.83,0.8571428571428571,28,8,1.0,,,,,,,
1702299,The King's Flower,1986.0,27.0,4.08,0.6666666666666666,23,4,1.0,,,,,,,
1702657,Pretty Evil,2005.0,384.0,3.45,0.8095238095238094,46,8,,,,1.0,,,,
1703611,John Brown's Body,1990.0,336.0,4.24,2.5789473684210527,156,20,,,,,,1.0,,
1703791,Poems: Introduction by Patti Smith,2007.0,172.0,4.05,3.91025641025641,88,11,,,,,,1.0,,
1706354,Games,1987.0,,3.65,0.8727272727272728,72,3,,,,,,,1.0,
1707015,collected poems 1922-1938,1970.0,,4.26,4.5,28,5,,,,,,1.0,,
1707240,"Aiden's Charity (Breeds, #12; Wolf Breeds, #4)",2007.0,223.0,4.1,1.0906051388211466,6062,120,,,,,,,,1.0
1707992,The Wild Iris,1992.0,63.0,4.19,0.8909090909090909,31,8,,,,,,1.0,,
1708707,The Shadow in the River,2007.0,224.0,3.12,2.6666666666666665,52,8,,,,,1.0,,,
1709279,The Cruelest Month (Chief Inspector Armand Gamache #3),,311.0,4.16,1.1356136820925553,492,96,,,,,1.0,,,
1709280,A Fatal Grace (Chief Inspector Armand Gamache #2),2008.0,313.0,4.11,1.0953846153846154,264,48,,,,,1.0,,,
1709874,Punisher/Black Widow: Spinning Doomsday's Web,1992.0,46.0,2.59,1.2380952380952384,27,7,,,1.0,,,,,
1710408,Magic Flutes,1993.0,256.0,3.9,2.6964285714285716,50,12,,,,,,,1.0,
1711669,"'Tis the Season (Main Street, #3)",,0.0,4.07,1.0304071919619249,697,36,1.0,,,,,,,
1715166,Borderline Volume 3,2009.0,160.0,3.83,0.7,22,4,,,1.0,,,,,
1717191,Earth to Audrey,2007.0,32.0,3.85,0.6964285714285714,38,11,1.0,,,,,,,
1717990,"Sand Chronicles, Vol. 1 (Sand Chronicles, #1)",2008.0,200.0,3.97,1.5114658782951467,4001,120,,,1.0,,,,,
1718758,"Case Closed, Vol. 23",2008.0,200.0,4.24,1.3840075853350193,576,8,,,1.0,,,,,
1720527,The Big Jump and Other Stories,1958.0,65.0,4.19,0.9636363636363633,59,8,1.0,,,,,,,
1720820,"Princess Olivia and the Velvet Cape (The Tiara Club at Ruby Mansions, #4)",2008.0,80.0,3.76,4.5,77,3,1.0,,,,,,,
1722037,"Passion, Volume 02",2005.0,216.0,3.67,0.7260504201680671,144,6,,,1.0,,,,,
1722327,Everything But Money,1966.0,285.0,4.12,2.5535714285714284,82,17,,1.0,,,,,,
1722507,DoubleShot,2000.0,258.0,3.59,2.9666666666666663,42,4,,,,,1.0,,,
1725896,"Morningtide (Magic: The Gathering: Lorwyn Cycle, #2)",,,3.4,0.9926470588235294,178,9,,,,1.0,,,,
1726150,"The Happy Hollisters at Circus Island (Happy Hollisters, #8)",1955.0,183.0,3.95,1.2169312169312168,202,3,1.0,,,,,,,
1727551,A Place To Grow,2002.0,32.0,3.69,3.952380952380952,39,18,1.0,,,,,,,
1729546,"Murphy's Rainbow (Cheyenne Trilogy, #1)",1993.0,,3.95,0.7,37,9,,1.0,,,,,,
1731416,Famous Tales of Mystery and Horror,1980.0,132.0,4.24,0.23333333333333334,80,4,,,,,1.0,,,
1732390,Murder on the Orient Express,,256.0,4.16,0.38235294117647056,65,14,,,,,1.0,,,
1734176,"Someplace to be Flying (Newford, #5)",1999.0,620.0,4.3,0.5,35,5,,,,1.0,,,,
1736210,Lupercal,2001.0,63.0,3.84,3.2554112554112553,123,11,,,,,,1.0,,
1737791,Boy,1984.0,160.0,4.09,1.113793103448276,212,36,1.0,,,,,,,
1737801,Tales of a Fourth Grade Nothing,1972.0,120.0,4.09,1.5333333333333334,99,20,1.0,,,,,,,
1738042,Orchestrated Death (Bill Slider #1),1992.0,,3.82,1.3515151515151516,388,47,,,,,1.0,,,
1738338,Earthly Paradise,1974.0,,4.36,4.109890109890109,150,8,,1.0,,,,,,
1739400,Rich as Sin,1993.0,218.0,3.34,2.988888888888889,47,4,,,,,,,,1.0
1739521,Seen by Candlelight,1987.0,288.0,3.35,2.064327485380117,59,5,,,,,,,,1.0
1740046,"Sonic the Hedgehog Archives: Volume 2 (Sonic the Hedgehog Archives, #2)",,,4.18,0.9945054945054945,195,9,,,1.0,,,,,
1740050,"Sonic The Hedgehog Archives: Volume 5 (Sonic the Hedgehog Archives, #5)",,,4.29,1.211111111111111,157,3,,,1.0,,,,,
1741322,Island of the Blue Dolphins,1976.0,184.0,3.8,0.8014184397163121,285,39,1.0,,,,,,,
1741917,The '44 Vintage,1988.0,272.0,3.76,0.5,66,3,,,,,1.0,,,
1743390,A Curse Dark as Gold,2008.0,396.0,3.56,1.477391089681615,10971,1463,,,,,,,1.0,
1744241,Daddies (Little Golden Book),1953.0,32.0,4.12,0.7999999999999999,45,8,1.0,,,,,,,
1745347,"Zatch Bell!, Volume 2 (Zatch Bell! #2)",2005.0,192.0,4.05,1.906666666666667,192,5,,,1.0,,,,,
1746470,"Dream Chaser (Dark-Hunter #13, Dream-Hunter #3)",2008.0,369.0,4.2,1.2253146577234169,23579,628,,,,,,,,1.0
1746617,The Story of a Modern Woman,2004.0,295.0,3.3,1.16017316017316,121,12,,1.0,,,,,,
1749974,Night over Water,1991.0,400.0,3.78,0.7833333333333333,174,34,,1.0,,,,,,
1750194,Bats on Parade,1999.0,28.0,3.65,2.2142857142857144,57,17,1.0,,,,,,,
1751569,The School for Husbands,1991.0,,3.64,1.73731884057971,109,10,,,,,,1.0,,
1751642,Hiram's Red Shirt (A Little Golden Book),1981.0,24.0,4.62,0.5277777777777777,60,17,1.0,,,,,,,
1752303,"Ashes to Ashes (John Putnam Thatcher, #12)",,189.0,3.96,1.2692307692307694,76,7,,,,,1.0,,,
1752715,The Fairy Kitten And Other Stories (Enid Blyton's Popular Rewards: Series Xi),2002.0,192.0,4.11,0.11111111111111112,75,4,1.0,,,,,,,
1753335,"Dangerous Love (Sweet Valley High, #6)",1984.0,132.0,3.47,1.587534626038781,1693,47,1.0,,,,,,,
1753714,"Gakuen Alice, Vol. 01 (Gakuen Alice, #1)",2008.0,192.0,4.23,1.3422462571405367,15589,144,,,1.0,,,,,
1754501,"The Legacy (Malloy Family, #7)",2008.0,229.0,4.22,1.2438853948287913,158,6,,1.0,,,,,,1.0
1756342,"Elizabeth Bishop: Poems, Prose, and Letters",2008.0,975.0,4.37,1.4230769230769231,303,11,,,,,,1.0,,
1758441,"Chobits, Vol. 7",2003.0,180.0,4.15,1.1391897763578276,4200,39,,,1.0,,,,,
1758555,Family Favourites,2007.0,208.0,3.56,2.5714285714285716,59,8,,1.0,,,,,,
1758694,The Courage of Sarah Noble,1987.0,52.0,3.86,1.936326530612245,143,32,1.0,1.0,,,,,,
1758926,Soul Looks Back in Wonder,1993.0,32.0,3.84,3.822222222222222,17,10,1.0,,,,,1.0,,
1759287,"Jane Austen and Her Times, 1775 - 1817",2007.0,323.0,3.42,0.5769230769230769,65,11,,1.0,,,,,,
1759648,"Doraemon: Gadget Cat from the Future, Vol. 1 (Doraemon Bilingual Edition, #1)",2002.0,,4.21,0.6,77,9,1.0,,,,,,,
1760436,The Epic of Gilgamesh: A New Translation,2000.0,288.0,3.64,1.4269005847953213,103,13,,,,,,1.0,,
1761765,Henry VIII: The Mask of Royalty,2005.0,379.0,3.97,2.2777777777777777,59,9,,1.0,,,,,,
1762358,The Blood Doctor,2003.0,466.0,3.5,2.2095238095238097,64,8,,,,,1.0,,,
1762584,The Anxiety of Influence: A Theory of Poetry,1975.0,176.0,3.83,0.4761904761904761,21,6,,,,,,1.0,,
1762754,Historical Whodunits,,,3.9,1.2094861660079048,240,12,,,,,1.0,,,
1762878,The Unabridged William Shakespeare,1989.0,1421.0,4.6,3.8181818181818183,111,4,,,,,,1.0,,
1763164,The Night Child,1986.0,225.0,3.81,1.3571428571428572,117,9,,1.0,,,,,,
1763515,A House Is a House for Me,1978.0,48.0,4.15,2.0,46,7,1.0,,,,,,,
1763596,"One of the Gang (Sweet Valley Twins, #10)",1987.0,104.0,3.46,1.6309887869520903,444,9,1.0,,,,,,,
